material no.,description,bin no.,val.stock,max.price,value,uom,storage loc
20339,44780 SHUNT BLOCK 3024/3024D,TECHNA-GUN,2,,"58,159.68",NOS,1060
20340,39100 BLOCK FIXED ARM SHUNT 3154/3156/3,TECHNA-GUN,1,,"40,703.88",NOS,1060
20341,44752 MOVING ARM SHUNT BLOCK 3154/3154D,TECHNA-GUN,1,,"29,864.74",NOS,1060
20342,44775 PISTON SHAFT CROMIUM COPPER 3024/,TECHNA-GUN,1,,"30,348.70",NOS,1060
20343,44775-1 PISTON SHAFT CROMIUM COPPER 302,TECHNA-GUN,2,,"60,697.40",NOS,1060
20344,7638 DENT PULLING BRASS ROD W SLIDING H,TECHNA-GUN,1,,"4,479.10",NOS,1060
20345,7636 TRAINGULAR ELECTRODE HOLDER DENT P,TECHNA-GUN,2,,"2,028.52",NOS,1060
20346,GYRO BALLS,TECHNA-GUN,880,,"3,009.60",NOS,1060
20593,42234 FRONT SLEEVE FOR CYLINDER 3024D,TECHNA-GUN,1,,"8,221.00",NOS,1060
20594,11558 SEAL,TECHNA-GUN,1,,"4,221.00",NOS,1060
100661,SAO-S5N CURRENT SENSOR REGULATOR24V,TEST-BED,0,,0,NOS,1060
100663,CURRENT ERROR AMPLIFIER CARD AD928501,TEST-BED,0,,0,NOS,1060
10081,SOL.VALVE 9210B31/CF8/S6/V/BSP AVCON,TEST-BED,0,,0,NOS,1060
10178,ADVU-25-20-PA CYLINDER FESTO,TEST-BED,0,,0,NOS,1060
10186,286692 PRESSURE TRANDUCER 0-15D,TEST-BED,0,,0,NOS,1060
10244,ADVU-50-40-P-A CYLINDER FESTO,TEST-BED,0,,0,NOS,1060
10245,ADVU-50 SEAL KIT FESTO,TEST-BED,0,,0,NOS,1060
10246,ADVU-20-25-P-A CYLINDER FESTO,TEST-BED,0,,0,NOS,1060
10477,BH0587SP ANNUAL MAINT.KIT AVL 442,TEST-BED,0,,0,NOS,1060
10478,MM0399SP SOLENOID VALVE 3/2 WAY,TEST-BED,0,,0,NOS,1060
10479,EZ0167SP PR.SENSOR 143PC05D+/-345 MB,TEST-BED,0,,0,NOS,1060
10480,BV1763SP CABLE BBY SIGNAL 15M,TEST-BED,0,,0,NOS,1060
10481,BB1561SP CONTROLLER BOARD BBY 442,TEST-BED,0,,0,NOS,1060
10485,YS88049 LEVEL SWITCH  2FLOAT 3 LEVEL,TEST-BED,0,,0,NOS,1060
10486,YS9049 RELAY CARD  OF ECB,TEST-BED,0,,0,NOS,1060
10487,YS7908M FILTER ELEMENT,TEST-BED,0,,0,NOS,1060
10488,YS7909M FILTER ELEMENT (COOLANT),TEST-BED,0,,0,NOS,1060
10489,YS9148 RELAY CARD WITH TRANSMITTER,TEST-BED,0,,0,NOS,1060
10490,FUEL PUMP WITH ADOPTER BOSCH,TEST-BED,2,,"26,000.00",NOS,1060
10491,YS88201 FUEL ROTAMETER,TEST-BED,0,,0,NOS,1060
10492,YS88042 LEVEL SWITCH FUEL,TEST-BED,0,,0,NOS,1060
10493,YS87082 WATER HEATER,TEST-BED,0,,0,NOS,1060
10494,GEC-11 15A 250VAC 275MM THERMOSTAT,TEST-BED,0,,0,NOS,1060
10495,YS9378+YS9061 TEMP.TRANSMITTER,TEST-BED,0,,0,NOS,1060
10496,YS9119 ANALOG CARD,TEST-BED,0,,0,NOS,1060
10497,YS9113 INPUT CARD,TEST-BED,0,,0,NOS,1060
10498,YS9114 RELAY OUT CARD,TEST-BED,0,,0,NOS,1060
10499,YS9131C SYSTM PSU CARD,TEST-BED,0,,0,NOS,1060
10500,FUEL FILTER ELEMENT PACKAGE OF 5 NOS,TEST-BED,0,,0,NOS,1060
10501,FUEL FILTER ASSY.IN RETURN PATH (2PC),TEST-BED,0,,0,NOS,1060
10517,BH0585SP ANNUAL MAINT.KIT AVL 415S,TEST-BED,0,,0,NOS,1060
10520,MT1281 WITH SPRING LENGTH GAUGE,TEST-BED,0,,0,NOS,1060
10850,BB1124SP CONTROLLER,TEST-BED,1,,"133,423.50",NOS,1060
10895,PCB51 POWER SUPPLY CARD iASYS,TEST-BED,0,,0,NOS,1060
10896,PCB54 TORQUE CONDITIONING CARD iASYS,TEST-BED,0,,0,NOS,1060
10897,PCB55 SPEED CONDITIONING CARD iASYS,TEST-BED,0,,0,NOS,1060
10898,PCB52 SAFETY CARD iASYS,TEST-BED,0,,0,NOS,1060
10899,TORQUE AMPLIFIER BOX,TEST-BED,0,,0,NOS,1060
10900,EDC PC HARD DISK WITH SOFT WARE,TEST-BED,0,,0,NOS,1060
10901,DYNO POWER UNIT THYRISTOR CARD iASYS,TEST-BED,0,,0,NOS,1060
10902,DYNO POWER UNIT POWER SUPPLY CARD,TEST-BED,0,,0,NOS,1060
10903,DYNO POWER UNIT CONTROL CARD iASYS,TEST-BED,0,,0,NOS,1060
10931,PRESSURE TRANSMITTER 800-1200 BAR A,TEST-BED,0,,0,NOS,1060
10932,PRESSURE TRANSMITTER 0-2.5 BAR A,TEST-BED,0,,0,NOS,1060
11007,PARAS-21 ANTI SCALANT CORROSION INH,TEST-BED,0,,0,KG,1060
11008,PARAS # AQUACHEM 717 ANTI ALGAE/FUNG,TEST-BED,0,,0,KG,1060
11009,PARAS -PH MONITOR,TEST-BED,0,,0,KG,1060
11014,"HMI 5.6"" COLOUR TOUCH SCREEN NB5-Q-TWOO",TEST-BED,0,,0,NOS,1060
11017,SILICON HOSE WITH GLASS FIBRE 50x60x850,TEST-BED,27,,"21,840.03",NOS,1060
11018,SILICON HOSE WITH GLASS FIBRE 75x85x197,TEST-BED,0,,0,NOS,1060
11041,DYNO CONTROLLER EDC-2000,TEST-BED,0,,0,NOS,1060
11042,ADAM-4015-CE CIRCUIT MODULE 6-CH RTD,TEST-BED,0,,0,NOS,1060
11043,ADAM-4017+-CE CIRCUIT MODULE 8CH AI,TEST-BED,0,,0,NOS,1060
11044,ADAM-4018+-BE CIRCUIT MODULE 8CH,TEST-BED,0,,0,NOS,1060
11045,778627-01 NI PCI-6014 DATA  CARD,TEST-BED,0,,0,NOS,1060
11046,777690-01 NI PCI-6503 DIGITAL O/P CARD,TEST-BED,0,,0,NOS,1060
11047,180524-10 TYPE NB1 50 PIN RIBBON CABLE,TEST-BED,0,,0,NOS,1060
11070,NI 6014 CABLE,TEST-BED,2,,"23,000.00",NOS,1060
11071,AD928100 POWER SUPPLY CARD,TEST-BED,0,,0,NOS,1060
11196,AVCON PNE.VALVE 1/2'' MODEL 6612E 24VDC,TEST-BED,0,,0,NOS,1060
11209,"PILOT OPERATED NRV R1/2XG1/2""",TEST-BED,0,,0,NOS,1060
11410,AIR OPERATED DIAPHRAGM PUMP AOD-300 ATT,TEST-BED,0,,0,NOS,1060
11468,AVCON PNE.VALVE 1'' MODEL 6612E 24VDC,TEST-BED,0,,0,NOS,1060
11530,PR.FEED SPRAY GUN DEVILBISS ADVP4771214,TEST-BED,0,,0,NOS,1060
11576,ENGINE LOCATING PIN FOR TEST BED,TEST-BED,0,,0,NOS,1060
11577,RING MAGNET FOR DNC-50 236409,TEST-BED,0,,0,NOS,1060
11639,3520500 HYD.SWING CYLINDER,TEST-BED,0,,0,NOS,1060
11684,LA20008 METAL SLEEVE BONDED RUBBER BUSH,TEST-BED,0,,0,NOS,1060
11720,"QRC 1 1/2""SS 304 DOUBLE CHECK VALVE",TEST-BED,0,,0,NOS,1060
11769,GUIDE ASSY.FOR TEST BED,TEST-BED,0,,0,NOS,1060
11770,GUIDE BAR RAIL WITH KEY,TEST-BED,0,,0,NOS,1060
11771,6ES73136CG04OAB0 S7-300 CPU 313 C 2DP,TEST-BED,0,,0,NOS,1060
11843,PCB14 EDC TERMINATION BOARD iASYS,TEST-BED,0,,0,NOS,1060
12181,922570 CALIBRATION ARM BOLT,TEST-BED,0,,0,NOS,1060
12182,SPEED TORQUE SAFETY UNIT  WITH RACK,TEST-BED,0,,0,NOS,1060
12183,FLOW METER CR 025 MACNAUGHT MAKE,TEST-BED,0,,0,NOS,1060
12187,OUTPUT FLANGE FOR GEAR BOX VF44P128P63B,TEST-BED,0,,0,NOS,1060
12194,AE1110500 DOUBLE DOOR ENCLOSURE RITTAL,TEST-BED,0,,0,NOS,1060
12251,EDC PC LAN CARD,TEST-BED,0,,0,NOS,1060
12291,ELECTRONIC THROTTLE CONTROLLER,TEST-BED,0,,0,NOS,1060
12292,FILTER ELEMENT 74 IDx135 ODx250 L SS 20,TEST-BED,0,,0,NOS,1060
12293,FILTER ELEMENT 50 IDx100 ODx200 L SS 20,TEST-BED,0,,0,NOS,1060
12294,FILTER ELEMENT 33 IDx72 ODx108 L SS 150,TEST-BED,0,,0,NOS,1060
12316,EXHAUST DOCKING ASSY. ITAF000830,TEST-BED,0,,0,NOS,1060
12319,ULTRA VIOLET LAMP ZB100F ITW MAGNAFLUX,TEST-BED,0,,0,NOS,1060
12351,HEAVY DUTY STOPPER CYLINDER RS2H50-30TM,TEST-BED,4,,"56,554.40",NOS,1060
12417,SILICON HOSE ID 75MM LENGTH 1000 MM,TEST-BED,29,,"76,850.00",NOS,1060
12490,"SS CORGTD.HOSE WITH MS FLANGE 2.5""x325M",TEST-BED,0,,0,NOS,1060
12512,BEARING 1209 EKTN9,TEST-BED,0,,0,NOS,1060
12627,EMBEDDED DIGITAL CONTROLLER  (EDC PC),TEST-BED,0,,0,NOS,1060
12628,INDUSTRIAL CHASSIS PC (MMI PC),TEST-BED,0,,0,NOS,1060
12632,XMER FOR UV LAMP ZB100F ITW MAGNAFLUX,TEST-BED,0,,0,NOS,1060
12825,CENTA 140 TORSIONALLY FLEXIBLE COUPLING,TEST-BED,1,,"59,750.00",NOS,1060
13008,POWER AMPLIFIER CARD AD 921801,TEST-BED,0,,0,NOS,1060
13009,DRIVER CARD AD 921701,TEST-BED,0,,0,NOS,1060
13010,POSITION CARD AD 921601,TEST-BED,0,,0,NOS,1060
13011,RECTIFIER CARD AD 921901,TEST-BED,0,,0,NOS,1060
13012,MANUAL DEMAND POT 10 TURN,TEST-BED,0,,0,NOS,1060
13603,YS88047 LEVEL SWITCH  WATER,TEST-BED,0,,0,NOS,1060
13604,YS84074 O RINGS (PACKAGE OF 10 NOS.),TEST-BED,0,,0,NOS,1060
13605,YS84075 O RINGS (PACKAGE OF 20 NOS.),TEST-BED,0,,0,NOS,1060
13624,YS505045 PRO. CONTROL VALVE,TEST-BED,0,,0,NOS,1060
13625,SHAFT WITH KEY FOR MEGA-G-50/160 PUMP,TEST-BED,1,,"3,671.25",NOS,1060
13636,FILTER KOPPS,TEST-BED,0,,0,NOS,1060
13637,COLLING FAN,TEST-BED,0,,0,NOS,1060
13638,HAND HELD UNIT WITHOUT TRANSFORMER AND,TEST-BED,0,,0,NOS,1060
13683,ITEQ000331 ADAPTER PLATE,TEST-BED,0,,0,NOS,1060
13688,"STEEL BRAIDED HOSE 1 1/2"" 100 DEG 5 BAR",TEST-BED,0,,0,M,1060
13747,ENGINE TEST BET LOCATING PIN,TEST-BED,0,,0,NOS,1060
13748,CYLINDER ROD CLAMP,TEST-BED,0,,0,NOS,1060
13759,243202 WATER INLET/OUTLET ELBOW,TEST-BED,0,,0,NOS,1060
13760,242206 WATER INLET ADAPTOR,TEST-BED,0,,0,NOS,1060
13761,243208 WATER OUTLET ADAPTOR,TEST-BED,0,,0,NOS,1060
13766,AVCON PNE.VALVE 1/2'' MODEL 6812M Y-TYP,TEST-BED,0,,0,NOS,1060
13794,DNC-50-125-PPV-A CYLENDER FESTO,TEST-BED,0,,0,NOS,1060
13795,CLEVIS FOR DNC-50-125-PPV-A CYLENDER,TEST-BED,0,,0,NOS,1060
14032,465821 DRIVE POWER BOARD EVS 9324-E1,TEST-BED,0,,0,NOS,1060
14154,CORE PROCESSOR PUCK CMF010M323NWBMEZZZ,TEST-BED,0,,0,NOS,1060
14273,PCA-6011G2-00A1E EDCPC PROCESSOR LGA775,TEST-BED,0,,0,NOS,1060
14274,3MB-1066-2.93GHZ EDCPC INTEL CORE2DUO,TEST-BED,0,,0,NOS,1060
14275,LGA775 CPU FAN EDCPC PROCESSOR FAN,TEST-BED,0,,0,NOS,1060
14276,DDR3-TRAN-1333-2GB EDCPC RAM,TEST-BED,0,,0,NOS,1060
14282,LMF40UU LINEAR BEARING,TEST-BED,0,,0,NOS,1060
14319,70002642SPIRAL CABLE 400P5G0.75/1500-,TEST-BED,0,,0,NOS,1060
14320,70002726 SPIRAL CABLE 400P7G0.75/500,TEST-BED,0,,0,NOS,1060
14325,70002643 SPIRAL CABLE 400P5G0.75/2000--,TEST-BED,0,,0,NOS,1060
14387,UV LED TORCH FOR ENGINE LEAKAGE TESTING,TEST-BED,0,,0,NOS,1060
14451,203453 CHARGE AIR COOLER NIZZENS,TEST-BED,0,,0,NOS,1060
14487,SUBMERSIBLE PUMP TC 40/10 4050132 WILO,TEST-BED,0,,0,NOS,1060
14625,1115120900000R01 PEDESTAL WITH SHAFT AS,TEST-BED,1,,"60,000.00",NOS,1060
14631,REMOTE CONTROL SMOKE METER 4210,TEST-BED,1,,"362,853.63",NOS,1060
14644,KVASER PCI CAN CARD,TEST-BED,0,,0,NOS,1060
14670,YS732029 KEY PAD WITH DISPLAY,TEST-BED,0,,0,NOS,1060
14673,DNC-40-200-PPV-A-QS2  CYLINDER,TEST-BED,0,,0,NOS,1060
14674,SNCS-40+LNG-40 SWIVEL FLANGE,TEST-BED,0,,0,NOS,1060
14675,SGS-M12X1.25 ROD EYE,TEST-BED,0,,0,NOS,1060
14676,SNCB-40+LN-40 SWIVEL FLANGE FESTO,TEST-BED,0,,0,NOS,1060
14679,CHUCK DOCKING FEMALE PART ITAF001154,TEST-BED,0,,0,NOS,1060
14680,HSG UPPER PLATE 300 x128 x 20 ITAF00115,TEST-BED,0,,0,NOS,1060
14700,SUBMERSIBLE PUMP 1HP TWQD (50) 10-16-1.,TEST-BED,0,,0,NOS,1060
14724,AC BALL BEARING 7213 BEP SKF,TEST-BED,0,,0,NOS,1060
14810,IMPELLER CAST ALU. DIA 700MM EXHAUST FA,TEST-BED,0,,0,NOS,1060
14874,YS91321 PSU CARD 24VDC FTC CONTROLLER,TEST-BED,0,,0,NOS,1060
14935,243120 AG-250 ROTOR SHAFT ASSEMBLY,TEST-BED,1,,"261,060.00",NOS,1060
14940,L3230S APLAB DC REGULATED 12/24V PS,TEST-BED,1,,"36,075.00",NOS,1060
17194,LGLT 2/1 GREASE SKF,TEST-BED,1,,"4,487.00",KG,1060
17223,CHL2-40 PUMP SS 304 3PHASE,TEST-BED,1,,"11,790.00",NOS,1060
17224,CHLF(T) 20-20 PUMP SS 304 3PHASE,TEST-BED,0,,0,NOS,1060
17225,MECH SEAL FOR CHL2-40 SERIES,TEST-BED,0,,0,NOS,1060
17249,SY7A00-5U1 SOL. VALVE,TEST-BED,2,,"7,306.26",NOS,1060
17250,IS3000-02 PR.SWITCH,TEST-BED,1,,"1,802.50",NOS,1060
17251,AR40-04BG1-1-B AIR REGULATOR,TEST-BED,1,,"1,456.87",NOS,1060
17252,VXZ242FA 2 PORT PILOT OPERATED VALVE,TEST-BED,1,,"3,171.87",NOS,1060
17253,KQ2H12-02AS FITTING,TEST-BED,1,,98,NOS,1060
17254,KQ2H12-U02A FITTING,TEST-BED,0,,0,NOS,1060
17255,KQ2T12-00A FITTING,TEST-BED,1,,157.5,NOS,1060
17256,AN10-01 SILENCER,TEST-BED,2,,236.26,NOS,1060
17257,AN15-02 SILENCER,TEST-BED,3,,378,NOS,1060
17258,AS2201F-02-08SA SPEED CONTROLLER,TEST-BED,2,,560,NOS,1060
17259,VP342-5DZ1-02A-F SOLENOID VALVE,TEST-BED,2,,"4,497.50",NOS,1060
17260,RS2H80-40TM-D-X2700 STOPPER CYLINDER,TEST-BED,1,,"17,220.00",NOS,1060
17261,CD55B80-50M CYLINDER,TEST-BED,1,,"3,696.87",NOS,1060
17507,"PART D CAM LOCK COUPLER 1.5""",TEST-BED,2,,"2,565.00",NOS,1060
17508,"PART D CAM LOCK COUPLER 2""",TEST-BED,0,,0,NOS,1060
17509,"PART D CAM LOCK COUPLER 2.5""",TEST-BED,2,,"3,686.00",NOS,1060
17510,"PART A CAM LOCK ADAPTER 1.5""",TEST-BED,2,,836,NOS,1060
17511,"PART A CAM LOCK ADAPTER 2""",TEST-BED,0,,0,NOS,1060
17512,"PART A CAM LOCK ADAPTER 2.5""",TEST-BED,2,,"2,660.00",NOS,1060
17513,"PART A90 MALE ADAPTER 2"" ALUMINIUM",TEST-BED,0,,0,NOS,1060
17514,"PART A90 MALE ADAPTER 1.5"" ALUMINIUM",TEST-BED,0,,0,NOS,1060
17515,HOSE SHANK MALE THREAD 50MM ID ALUMINIU,TEST-BED,0,,0,NOS,1060
17575,E152A09EIOA ABB MAKE DRIVE 3KW 9A,TEST-BED,0,,0,NOS,1060
17576,EL01090305058 AVM225-375D AV MOUNT,TEST-BED,4,,"4,393.60",NOS,1060
17577,1155110000032 REV 01 SPRING ASSY,TEST-BED,2,,"1,890.00",NOS,1060
17602,ITEQ000440 SPLINE BUSH,TEST-BED,1,,"4,590.00",NOS,1060
17658,SS-8888 DE-SCALING CHEMICAL,TEST-BED,100,,"8,415.00",NOS,1060
17659,10CJBK BUS FILTER ELEMENT,TEST-BED,1,,"5,704.00",NOS,1060
17660,4CJBK BUS FILTER ELEMENT,TEST-BED,1,,"5,520.00",NOS,1060
17674,3520800 SWING CYLINDER,TEST-BED,2,,"26,400.00",NOS,1060
17675,S3520800 SEAL KIT,TEST-BED,2,,"2,500.00",NOS,1060
17710,IM5117 IFM INDUCTIVE SENSOR,TEST-BED,0,,0,NOS,1060
17711,WLCA12-2NLD LIMIT SWITCH,TEST-BED,0,,0,NOS,1060
17712,WLD2-LD LIMIT SWITCH,TEST-BED,0,,0,NOS,1060
17714,POLY V-BELT SPA 1700,TEST-BED,0,,0,NOS,1060
17750,COOLANT FILTER 50IDX100ODX200L 150MICRO,TEST-BED,3,,"3,135.00",NOS,1060
17751,COOLANT FILTER 50IDX100ODX200L 50MICRON,TEST-BED,1,,"1,282.50",NOS,1060
17752,FUEL FILTER 24IDX52ODX90L 25MICRON,TEST-BED,9,,"5,985.00",NOS,1060
17753,FUEL FILTER 24IDX52ODX90L 5MICRON,TEST-BED,6,,"2,422.50",NOS,1060
17754,COOLANT FILTER 34IDX66ODX100L 150MICRON,TEST-BED,0,,0,NOS,1060
17755,OIL FILTER 34IDX66ODX100L 50MICRON,TEST-BED,2,,"1,415.50",NOS,1060
17756,HYD RET FILTER 23.5IDX95ODX135L 15MICRO,TEST-BED,2,,"1,672.00",NOS,1060
17757,INSERT FOR STRAINER 42ODX122L 400MICRON,TEST-BED,3,,"1,567.50",NOS,1060
17760,14156870 NH-25100 AIRLESS HOSE 7.5M,TEST-BED,1,,"8,213.40",NOS,1060
17799,"ENGINE EXHAUST SS FLEXIBLE HOSE 3"" *270",TEST-BED,3,,"30,000.00",NOS,1060
17801,AQUATREAT - 1524,TEST-BED,100,,"22,377.00",KG,1060
17802,AQUATREAT - 2160,TEST-BED,100,,"25,632.00",KG,1060
17803,AQUATREAT - 3303,TEST-BED,50,,"13,629.50",KG,1060
17806,V BELT PHG B 52,TEST-BED,6,,"1,410.00",NOS,1060
17817,6ES7131-6BF01-0BA0 DIGITAL INPUT MODULE,TEST-BED,2,,"7,543.34",NOS,1060
17818,6ES7132-6BF01-0BA0 DIGITAL OUTPUT MODUL,TEST-BED,1,,"3,764.00",NOS,1060
17819,6ES7954-8LL03-0AA0 MEMORY CARD,TEST-BED,1,,"11,466.00",NOS,1060
17820,6GK19011BB112AA0 ETHERNET RJ45 CONNECTO,TEST-BED,1,,"1,287.00",NOS,1060
17838,PALLET QRC M03 SPARE KITSPH50.9100/MA2J,TEST-BED,0,,0,NOS,1060
17839,PALLET QRC M04 SPARE KIT SPH15.9100/JV,TEST-BED,1,,"1,910.00",NOS,1060
17840,PALLET QRC M05-06 SPARE KITSPH12.9100/J,TEST-BED,1,,"1,354.90",NOS,1060
17841,PALLET QRC M07 SPARE KIT SPH06.9100/JV,TEST-BED,1,,"1,109.07",NOS,1060
17842,MATCH PLATE QRC F03 SPARE KIT SPH50.970,TEST-BED,1,,"9,930.82",NOS,1060
17843,MATCH PLATE QRC F04 SPARE KIT SPH15.970,TEST-BED,1,,"1,843.18",NOS,1060
17844,MATCH PLATE QRC F05-F06 SPARE KIT SPH12,TEST-BED,1,,840.27,NOS,1060
17845,MATCH PLATE QRC F07 SPARE KIT SPH06.970,TEST-BED,1,,"1,114.72",NOS,1060
17853,BEARING 51109 SKF MAKE,TEST-BED,0,,0,NOS,1060
17854,SLEEVE BEARING PLAIN WSM-3034-40_IGUS,TEST-BED,1,,"1,250.00",NOS,1060
1787,PRESSURE SWITCH ISG110-030,TEST-BED,0,,0,NOS,1060
17879,INPUT SHAFT DRG.1155110000008,TEST-BED,0,,0,NOS,1060
17880,LM BLOCK BEARING HGH25HA ZOC,TEST-BED,0,,0,NOS,1060
17890,PEDESTAL WITH SHAFT ASSY.11551101000000,TEST-BED,1,,"72,000.00",NOS,1060
17906,CONTROL TRANSFORMER 230/16-0-16 500MA,TEST-BED,0,,0,NOS,1060
17940,0703013 TOOTHED RING MALE & FEMALE,TEST-BED,1,,"5,525.00",SET,1060
17941,"HOSE PIPE R1 X 1/2"" X ST/90 X L1000 MM",TEST-BED,8,,"2,160.00",NOS,1060
17942,"HOSE PIPE R1 X 3/8"" X OPEN/90 X L1000 M",TEST-BED,0,,0,NOS,1060
17943,"HOSE PIPE R1 X 3/8"" X ST/90 X L1600 MM",TEST-BED,0,,0,NOS,1060
17944,"HYD HOSE 1/4 X 1000 MM, 225 BAR (ST X L",TEST-BED,3,,739.8,NOS,1060
17945,"HYD HOSE 1/4 X 500 MM, 225 BAR (ST X L)",TEST-BED,3,,518.4,NOS,1060
17946,"HYD HOSE 1/4 X 2300 MM, 225 BAR (ST X L",TEST-BED,4,,"1,764.00",NOS,1060
17947,"HYD HOSE 1/4 X 700 MM, 225 BAR (ST X L)",TEST-BED,3,,729,NOS,1060
17948,"HYD HOSE 3/8 X 1300 MM, 225 BAR(ST X ST",TEST-BED,0,,0,NOS,1060
17949,"HYD HOSE 1/4 X 1400 MM, 225 BAR (ST X L",TEST-BED,1,,219.6,NOS,1060
17950,"HYD HOSE 1/4 X 1800 MM, 225 BAR (ST X L",TEST-BED,2,,730.8,NOS,1060
17951,"HYD HOSE 3/4 X 1700 MM, 55 BAR (ST X ST",TEST-BED,1,,720.9,NOS,1060
17952,"HYD HOSE 1/2 X 2800 MM, 28 BAR (ST X ST",TEST-BED,2,,"1,098.00",NOS,1060
17953,"HYD HOSE 1/4 X 5500 MM, 28 BAR (ST X ST",TEST-BED,1,,666,NOS,1060
17954,"HYD HOSE 2"" X 1200 MM, 40 BAR (ST X ST)",TEST-BED,1,,"2,761.20",NOS,1060
17955,"HYD HOSE 2"" X 900 MM, 40 BAR (ST X ST)",TEST-BED,1,,"2,466.90",NOS,1060
17956,"HYD HOSE 1/4 X 2000 MM, 225 BAR(ST X ST",TEST-BED,0,,0,NOS,1060
17997,"PT-100 TEMP SENSOR 6X370MM, 0-250° C",TEST-BED,2,,"3,028.00",NOS,1060
17998,"PT-100 TEMP SENSOR 6X100MM, 0-250° C",TEST-BED,6,,"8,400.00",NOS,1060
17999,"k type TEMP. SENSOR 6X100MM, 0-1000° C",TEST-BED,4,,"4,292.00",NOS,1060
18000,PLAE THERMOCOUPLE TEMPERATURE SENSOR,TEST-BED,5,,"2,705.00",NOS,1060
18001,THERMOCOUPLE TEMP. SENSOR- EL1115150108,TEST-BED,5,,"4,805.00",NOS,1060
18003,PROXY M12X08 E2B-M12LN08-M1-B1,TEST-BED,0,,0,NOS,1060
18004,E2BM18KS08M1B1 PROXIMITY SENSOR,TEST-BED,0,,0,NOS,1060
18005,THERMOSTAT FOR CCU,TEST-BED,0,,0,NOS,1060
18006,PT 100 RTD SENSOR FOR CCU,TEST-BED,0,,0,NOS,1060
18007,9KW/440V DELTA CONNECTION,TEST-BED,1,,"7,852.50",NOS,1060
18015,HUMIDITY & TEMPERATURE TRANSMETER HMW-8,TEST-BED,1,,"13,300.00",NOS,1060
18016,INTERCAP SENSOR 15778HM,TEST-BED,1,,"5,000.00",NOS,1060
18017,POWER SUPPLY CARD PCB 32,TEST-BED,1,,"8,300.00",NOS,1060
18018,TRANSFORMER ASSEMBLY BOARD PCB 39,TEST-BED,1,,"8,300.00",NOS,1060
18041,GREASE CARTRIDGE BQH 72-102,TEST-BED,0,,0,NOS,1060
18044,619/6-2Z  (696 ZZ) SKF IMPORTED BEARING,TEST-BED,3,,510,NOS,1060
1806,"ELECT MOTOR 2HP,1440 RPM FOR TEST B",TEST-BED,0,,0,NOS,1060
18151,1155110000033 REV 01 SHRINK ADAPTOR,TEST-BED,1,,"14,940.00",NOS,1060
18247,1155110000037 REV 01 SPLINE BUSH WITH U,TEST-BED,0,,0,NOS,1060
18248,"EDC PC WITH HARDWARE, SOFTWARE SETUP",TEST-BED,0,,0,SET,1060
18249,"MMI PC WITH HARDWARE, SOFTWARE SETUP",TEST-BED,0,,0,SET,1060
18250,MMI PC SOFTWARE-WINDOWS 10 OS MS OFFICE,TEST-BED,0,,0,SET,1060
18251,EXT MULTIPORT SERIAL COMMUNICATION 8 D/,TEST-BED,0,,0,NOS,1060
18252,MAGNETIC PULSE PICK-UP SENSOR 0809021 B,TEST-BED,2,,"21,000.00",NOS,1060
18253,77-53-600 PCB (FUEL PRESSURE CONTROLLER,TEST-BED,0,,0,NOS,1060
18254,77-52-599 PCB (FUEL PRESSURE CONTROLLER,TEST-BED,0,,0,NOS,1060
18273,POWER DRIVE DYNAMOMETER CONTROLLER,TEST-BED,1,,"300,000.00",NOS,1060
18274,COMPLETE THROTTLE CONTROLLER (FOR DRIVE,TEST-BED,1,,"100,000.00",NOS,1060
18275,S40A 1T LOAD CELL ASSY WITH BRG 1000KG,TEST-BED,1,,"35,000.00",NOS,1060
18276,NC-2438-301-00A-92AN PID CONTROLLER,TEST-BED,1,,"10,355.00",NOS,1060
18277,PS/839 TRANSISTOR PCB CARD,TEST-BED,0,,0,NOS,1060
18278,MCC-2C-12VDC-5A PLA RELAY,TEST-BED,0,,0,NOS,1060
18414,"6-020-15-1 DIAPHRAGM, PTFE TX25ATT",TEST-BED,3,,"22,095.33",NOS,1060
18415,"6-025-18 KIT GASKET SET, KLINGER TX25AT",TEST-BED,0,,0,NOS,1060
18416,"6-050-15-1 DIAPHRAGM, PTFE TX70ATT",TEST-BED,3,,"22,900.14",NOS,1060
18417,6-050-16 DIAPHRAGM SHAFT TX70ATT,TEST-BED,0,,0,NOS,1060
18418,"6-070-18 KIT GASKET SET, KLINGER TX70AT",TEST-BED,0,,0,NOS,1060
18419,"6-050-36 CENTRE BLOCK SEAL, PE TX70ATT",TEST-BED,0,,0,NOS,1060
18420,6-050-47 O-RING CENTRE BLCK SEAL TX70AT,TEST-BED,0,,0,NOS,1060
18446,INTERCOOLER CAC1500,TEST-BED,0,,0,NOS,1060
18494,LEVEL SWITCH EAC-30-LS-00113,TEST-BED,1,,"1,290.50",NOS,1060
18495,OPERATING REMOTE EAC-30-OR-00102,TEST-BED,1,,"6,888.60",NOS,1060
18496,MAIN BOARD EAC-30-MB-00100,TEST-BED,0,,0,NOS,1060
18689,POWER SUPPLY CARD PCB 32,TEST-BED,1,,"8,312.50",NOS,1060
18690,6503 TERMINATION BOARD PCB 33,TEST-BED,1,,"8,455.00",NOS,1060
18691,RELAY BOARD PCB 34,TEST-BED,1,,"8,645.00",NOS,1060
18692,DI ISOLATION BOARD PCB 35,TEST-BED,1,,"7,695.00",NOS,1060
